,Interactor_A_ID,Interactor_B_ID,weight
73059,STM2526,STM2271,548
73060,STM2271,STM2660,199
73061,STM2660,STM2271,199
73062,STM2271,STM2956,458
73063,STM2956,STM2271,458
73064,STM2271,STM3183,546
73065,STM3183,STM2271,546
73066,STM2271,STM3195,536
73067,STM3195,STM2271,536
73068,STM2271,STM3328,163
73069,STM3328,STM2271,163
73070,STM2271,STM3446,170
73071,STM3446,STM2271,170
73072,STM2271,STM3742,458
73073,STM3742,STM2271,458
73074,STM2271,STM4167,304
73075,STM4167,STM2271,304
73076,STM2272,STM2512,162
73077,STM2512,STM2272,162
73078,STM2272,STM2677,334
73079,STM2677,STM2272,334
73080,STM2272,STM2688,207
73081,STM2688,STM2272,207
73082,STM2272,STM2829,859
73083,STM2829,STM2272,859
73084,STM2272,STM3090,331
73085,STM3090,STM2272,331
73086,STM2272,STM3174,960
73087,STM3174,STM2272,960
73088,STM2272,STM3181,647
73089,STM3181,STM2272,647
73090,STM2272,STM3303,393
73091,STM3303,STM2272,393
73092,STM2272,STM3374,368
73093,STM3374,STM2272,368
73094,STM2272,STM3415,259
73095,STM3415,STM2272,259
73096,STM2272,STM3419,393
73097,STM3419,STM2272,393
73098,STM2272,STM3436,392
73099,STM3436,STM2272,392
73100,STM2272,STM3554,205
73101,STM3554,STM2272,205
73102,STM2272,STM3564,170
73103,STM3564,STM2272,170
73104,STM2272,STM3567,170
73105,STM3567,STM2272,170
73106,STM2272,STM3655,216
73107,STM3655,STM2272,216
73108,STM2272,STM3835,999
73109,STM3835,STM2272,999
73110,STM2272,STM3838,627
73111,STM3838,STM2272,627
73112,STM2272,STM3854,256
73113,STM3854,STM2272,256
73114,STM2272,STM3862,803
73115,STM3862,STM2272,803
73116,STM2272,STM3873,393
73117,STM3873,STM2272,393
73118,STM2272,STM3917,214
73119,STM3917,STM2272,214
73120,STM2272,STM3947,205
73121,STM3947,STM2272,205
73122,STM2272,STM4138,785
73123,STM4138,STM2272,785
73124,STM2272,STM4153,259
73125,STM4153,STM2272,259
73126,STM2272,STM4230,205
73127,STM4230,STM2272,205
73128,STM2272,STM4332,193
73129,STM4332,STM2272,193
73130,STM2272,STM4391,206
73131,STM4391,STM2272,206
73132,STM2272,STM4411,162
73133,STM4411,STM2272,162
73134,STM2273,STM3051,381
73135,STM3051,STM2273,381
73136,STM2273,STM3063,457
73137,STM3063,STM2273,457
73138,STM2273,STM3250,300
73139,STM3250,STM2273,300
73140,STM2273,STM3513,436
73141,STM3513,STM2273,436
73142,STM2273,STM3775,381
73143,STM3775,STM2273,381
73144,STM2273,STM3799,395
73145,STM3799,STM2273,395
73146,STM2273,STM3829,540
73147,STM3829,STM2273,540
73148,STM2274,STM2667,151
73149,STM2667,STM2274,151
73150,STM2276,STM2356,623
73151,STM2356,STM2276,623
73152,STM2276,STM2907,170
73153,STM2907,STM2276,170
73154,STM2276,STM2921,623
73155,STM2921,STM2276,623
73156,STM2276,STM3057,259
73157,STM3057,STM2276,259
73158,STM2276,STM3435,199
73159,STM3435,STM2276,199
73160,STM2277,STM2278,999
73161,STM2278,STM2277,999
73162,STM2277,STM2361,458
73163,STM2361,STM2277,458
73164,STM2277,STM2396,409
73165,STM2396,STM2277,409
73166,STM2277,STM2472,189
73167,STM2472,STM2277,189
73168,STM2277,STM2526,603
73169,STM2526,STM2277,603
73170,STM2277,STM2562,409
73171,STM2562,STM2277,409
73172,STM2277,STM2651,176
73173,STM2651,STM2277,176
73174,STM2277,STM2668,482
73175,STM2668,STM2277,482
73176,STM2277,STM2807,877
73177,STM2807,STM2277,877
73178,STM2277,STM2808,976
73179,STM2808,STM2277,976
73180,STM2277,STM2954,603
73181,STM2954,STM2277,603
73182,STM2277,STM2956,458
73183,STM2956,STM2277,458
73184,STM2277,STM3096,913
73185,STM3096,STM2277,913
73186,STM2277,STM3119,509
73187,STM3119,STM2277,509
73188,STM2277,STM3284,380
73189,STM3284,STM2277,380
73190,STM2277,STM3294,270
73191,STM3294,STM2277,270
73192,STM2277,STM3374,208
73193,STM3374,STM2277,208
73194,STM2277,STM3446,326
73195,STM3446,STM2277,326
73196,STM2277,STM3740,680
73197,STM3740,STM2277,680
73198,STM2277,STM3742,458
73199,STM3742,STM2277,458
73200,STM2277,STM3837,200
73201,STM3837,STM2277,200
73202,STM2277,STM3915,360
73203,STM3915,STM2277,360
73204,STM2277,STM4005,409
73205,STM4005,STM2277,409
73206,STM2277,STM4087,320
73207,STM4087,STM2277,320
73208,STM2277,STM4174,409
73209,STM4174,STM2277,409
73210,STM2277,STM4359,367
73211,STM4359,STM2277,367
73212,STM2277,STM4499,165
73213,STM4499,STM2277,165
73214,STM2278,STM2365,182
73215,STM2365,STM2278,182
73216,STM2278,STM2378,562
73217,STM2378,STM2278,562
73218,STM2278,STM2806,712
73219,STM2806,STM2278,712
73220,STM2278,STM2807,958
73221,STM2807,STM2278,958
73222,STM2278,STM2808,877
73223,STM2808,STM2278,877
73224,STM2278,STM2956,459
73225,STM2956,STM2278,459
73226,STM2278,STM3244,220
73227,STM3244,STM2278,220
73228,STM2278,STM3295,193
73229,STM3295,STM2278,193
73230,STM2278,STM3374,222
73231,STM3374,STM2278,222
73232,STM2278,STM3740,930
73233,STM3740,STM2278,930
73234,STM2278,STM3742,459
73235,STM3742,STM2278,459
73236,STM2279,STM2316,196
73237,STM2316,STM2279,196
73238,STM2279,STM2317,187
73239,STM2317,STM2279,187
73240,STM2279,STM2318,187
73241,STM2318,STM2279,187
73242,STM2279,STM2319,196
73243,STM2319,STM2279,196
73244,STM2279,STM2320,196
73245,STM2320,STM2279,196
73246,STM2279,STM2321,161
73247,STM2321,STM2279,161
73248,STM2279,STM2322,196
73249,STM2322,STM2279,196
73250,STM2279,STM2326,196
73251,STM2326,STM2279,196
73252,STM2279,STM2327,196
73253,STM2327,STM2279,196
73254,STM2279,STM2328,196
73255,STM2328,STM2279,196
73256,STM2279,STM2523,172
73257,STM2523,STM2279,172
73258,STM2279,STM2646,547
73259,STM2646,STM2279,547
73260,STM2279,STM2848,161
73261,STM2848,STM2279,161
73262,STM2279,STM3117,395
73263,STM3117,STM2279,395
73264,STM2279,STM3377,628
73265,STM3377,STM2279,628
73266,STM2279,STM3475,544
73267,STM3475,STM2279,544
73268,STM2279,STM3645,156
73269,STM3645,STM2279,156
73270,STM2279,STM4343,412
73271,STM4343,STM2279,412
73272,STM2279,STM4486,458
73273,STM4486,STM2279,458
73274,STM2282,STM2284,189
73275,STM2284,STM2282,189
73276,STM2282,STM2457,793
73277,STM2457,STM2282,793
73278,STM2282,STM2458,793
73279,STM2458,STM2282,793
73280,STM2282,STM2459,991
73281,STM2459,STM2282,991
73282,STM2282,STM2509,165
73283,STM2509,STM2282,165
73284,STM2282,STM2520,743
73285,STM2520,STM2282,743
73286,STM2282,STM2584,215
73287,STM2584,STM2282,215
73288,STM2282,STM2764,165
73289,STM2764,STM2282,165
73290,STM2282,STM2769,165
73291,STM2769,STM2282,165
73292,STM2282,STM2827,408
73293,STM2827,STM2282,408
73294,STM2282,STM2876,205
73295,STM2876,STM2282,205
73296,STM2282,STM2886,205
73297,STM2886,STM2282,205
73298,STM2282,STM2907,288
73299,STM2907,STM2282,288
73300,STM2282,STM2945,230
73301,STM2945,STM2282,230
73302,STM2282,STM3077,278
73303,STM3077,STM2282,278
73304,STM2282,STM3325,230
73305,STM3325,STM2282,230
73306,STM2282,STM3457,298
73307,STM3457,STM2282,298
73308,STM2282,STM3466,276
73309,STM3466,STM2282,276
73310,STM2282,STM3482,215
73311,STM3482,STM2282,215
73312,STM2282,STM3616,205
73313,STM3616,STM2282,205
73314,STM2282,STM3721,230
73315,STM3721,STM2282,230
73316,STM2282,STM4015,215
73317,STM4015,STM2282,215
73318,STM2282,STM4372,298
73319,STM4372,STM2282,298
73320,STM2282,STM4596,276
73321,STM4596,STM2282,276
73322,STM2283,STM2284,170
73323,STM2284,STM2283,170
73324,STM2283,STM2953,169
73325,STM2953,STM2283,169
73326,STM2283,STM3580,171
73327,STM3580,STM2283,171
73328,STM2283,STM3789,945
73329,STM3789,STM2283,945
73330,STM2283,STM3790,836
73331,STM3790,STM2283,836
73332,STM2283,STM3862,170
73333,STM3862,STM2283,170
73334,STM2283,STM4106,171
73335,STM4106,STM2283,171
73336,STM2284,STM2285,990
73337,STM2285,STM2284,990
73338,STM2284,STM2286,962
73339,STM2286,STM2284,962
73340,STM2284,STM3010,462
73341,STM3010,STM2284,462
73342,STM2284,STM3173,770
73343,STM3173,STM2284,770
73344,STM2284,STM3183,397
73345,STM3183,STM2284,397
73346,STM2284,STM3526,838
73347,STM3526,STM2284,838
73348,STM2284,STM3529,462
73349,STM3529,STM2284,462
73350,STM2284,STM3595,276
73351,STM3595,STM2284,276
73352,STM2284,STM3700,994
73353,STM3700,STM2284,994
73354,STM2284,STM3788,170
73355,STM3788,STM2284,170
73356,STM2284,STM3958,181
73357,STM3958,STM2284,181
73358,STM2284,STM3998,462
73359,STM3998,STM2284,462
73360,STM2284,STM4081,487
73361,STM4081,STM2284,487
73362,STM2284,STM4086,164
73363,STM4086,STM2284,164
73364,STM2284,STM4108,462
73365,STM4108,STM2284,462
73366,STM2284,STM4236,929
73367,STM4236,STM2284,929
73368,STM2284,STM4319,276
73369,STM4319,STM2284,276
73370,STM2284,STM4343,261
73371,STM4343,STM2284,261
73372,STM2285,STM2286,962
73373,STM2286,STM2285,962
73374,STM2285,STM3010,656
73375,STM3010,STM2285,656
73376,STM2285,STM3173,917
73377,STM3173,STM2285,917
73378,STM2285,STM3526,908
73379,STM3526,STM2285,908
73380,STM2285,STM3529,586
73381,STM3529,STM2285,586
73382,STM2285,STM3700,838
73383,STM3700,STM2285,838
73384,STM2285,STM3998,656
73385,STM3998,STM2285,656
73386,STM2285,STM4108,586
73387,STM4108,STM2285,586
73388,STM2285,STM4138,189
73389,STM4138,STM2285,189
73390,STM2285,STM4236,929
73391,STM4236,STM2285,929
73392,STM2286,STM2321,401
73393,STM2321,STM2286,401
73394,STM2286,STM2334,399
73395,STM2334,STM2286,399
73396,STM2286,STM2379,400
73397,STM2379,STM2286,400
73398,STM2286,STM2479,458
73399,STM2479,STM2286,458
73400,STM2286,STM2489,424
73401,STM2489,STM2286,424
73402,STM2286,STM2555,591
73403,STM2555,STM2286,591
73404,STM2286,STM2661,193
73405,STM2661,STM2286,193
73406,STM2286,STM2820,399
73407,STM2820,STM2286,399
73408,STM2286,STM2848,401
73409,STM2848,STM2286,401
73410,STM2286,STM3010,463
73411,STM3010,STM2286,463
73412,STM2286,STM3053,788
73413,STM3053,STM2286,788
73414,STM2286,STM3054,784
73415,STM3054,STM2286,784
73416,STM2286,STM3055,788
73417,STM3055,STM2286,788
73418,STM2286,STM3128,400
73419,STM3128,STM2286,400
73420,STM2286,STM3173,922
73421,STM3173,STM2286,922
73422,STM2286,STM3330,760
73423,STM3330,STM2286,760
73424,STM2286,STM3331,458
73425,STM3331,STM2286,458
73426,STM2286,STM3339,424
73427,STM3339,STM2286,424
73428,STM2286,STM3354,278
73429,STM3354,STM2286,278
73430,STM2286,STM3355,278
73431,STM3355,STM2286,278
73432,STM2286,STM3455,200
73433,STM3455,STM2286,200
73434,STM2286,STM3469,193
73435,STM3469,STM2286,193
73436,STM2286,STM3529,460
73437,STM3529,STM2286,460
73438,STM2286,STM3532,424
73439,STM3532,STM2286,424
73440,STM2286,STM3597,458
73441,STM3597,STM2286,458
73442,STM2286,STM3612,490
73443,STM3612,STM2286,490
73444,STM2286,STM3646,923
73445,STM3646,STM2286,923
73446,STM2286,STM3852,399
73447,STM3852,STM2286,399
73448,STM2286,STM3998,463
73449,STM3998,STM2286,463
73450,STM2286,STM4007,773
73451,STM4007,STM2286,773
73452,STM2286,STM4048,409
73453,STM4048,STM2286,409
73454,STM2286,STM4049,409
73455,STM4049,STM2286,409
73456,STM2286,STM4108,460
73457,STM4108,STM2286,460
73458,STM2286,STM4126,458
73459,STM4126,STM2286,458
73460,STM2286,STM4183,922
73461,STM4183,STM2286,922
73462,STM2286,STM4184,880
73463,STM4184,STM2286,880
73464,STM2286,STM4236,929
73465,STM4236,STM2286,929
73466,STM2286,STM4278,182
73467,STM4278,STM2286,182
73468,STM2286,STM4300,278
73469,STM4300,STM2286,278
73470,STM2286,STM4486,490
73471,STM4486,STM2286,490
73472,STM2287,STM2315,150
73473,STM2315,STM2287,150
73474,STM2287,STM2368,188
73475,STM2368,STM2287,188
73476,STM2287,STM2485,201
73477,STM2485,STM2287,201
73478,STM2287,STM2487,183
73479,STM2487,STM2287,183
73480,STM2287,STM2555,183
73481,STM2555,STM2287,183
73482,STM2287,STM2829,383
73483,STM2829,STM2287,383
73484,STM2287,STM2936,213
73485,STM2936,STM2287,213
73486,STM2287,STM2952,224
73487,STM2952,STM2287,224
73488,STM2287,STM2972,366
73489,STM2972,STM2287,366
73490,STM2287,STM3069,190
73491,STM3069,STM2287,190
73492,STM2287,STM3070,194
73493,STM3070,STM2287,194
73494,STM2287,STM3090,193
73495,STM3090,STM2287,193
73496,STM2287,STM3181,165
73497,STM3181,STM2287,165
73498,STM2287,STM3283,193
73499,STM3283,STM2287,193
73500,STM2287,STM3297,188
73501,STM3297,STM2287,188
73502,STM2287,STM3408,205
73503,STM3408,STM2287,205
73504,STM2287,STM3415,193
73505,STM3415,STM2287,193
73506,STM2287,STM3416,219
73507,STM3416,STM2287,219
73508,STM2287,STM3417,188
73509,STM3417,STM2287,188
73510,STM2287,STM3418,231
73511,STM3418,STM2287,231
73512,STM2287,STM3421,193
73513,STM3421,STM2287,193
73514,STM2287,STM3422,186
73515,STM3422,STM2287,186
73516,STM2287,STM3423,161
73517,STM3423,STM2287,161
73518,STM2287,STM3425,188
73519,STM3425,STM2287,188
73520,STM2287,STM3428,165
73521,STM3428,STM2287,165
73522,STM2287,STM3429,193
73523,STM3429,STM2287,193
73524,STM2287,STM3431,231
73525,STM3431,STM2287,231
73526,STM2287,STM3432,183
73527,STM3432,STM2287,183
73528,STM2287,STM3433,186
73529,STM3433,STM2287,186
73530,STM2287,STM3434,233
73531,STM3434,STM2287,233
73532,STM2287,STM3435,176
73533,STM3435,STM2287,176
73534,STM2287,STM3436,193
73535,STM3436,STM2287,193
73536,STM2287,STM3437,399
73537,STM3437,STM2287,399
73538,STM2287,STM3438,201
73539,STM3438,STM2287,201
73540,STM2287,STM3439,208
73541,STM3439,STM2287,208
73542,STM2287,STM3440,402
73543,STM3440,STM2287,402
73544,STM2287,STM3441,193
73545,STM3441,STM2287,193
73546,STM2287,STM3446,396
73547,STM3446,STM2287,396
73548,STM2287,STM3447,231
73549,STM3447,STM2287,231
73550,STM2287,STM3734,176
73551,STM3734,STM2287,176
73552,STM2287,STM3740,190
73553,STM3740,STM2287,190
73554,STM2287,STM3835,165
73555,STM3835,STM2287,165
73556,STM2287,STM3965,190
73557,STM3965,STM2287,190
73558,STM2287,STM3999,366
73559,STM3999,STM2287,366
73560,STM2287,STM4062,401
73561,STM4062,STM2287,401
73562,STM2287,STM4081,190
73563,STM4081,STM2287,190
73564,STM2287,STM4086,180
73565,STM4086,STM2287,180
73566,STM2287,STM4149,188
73567,STM4149,STM2287,188
73568,STM2287,STM4150,176
73569,STM4150,STM2287,176
73570,STM2287,STM4151,228
73571,STM4151,STM2287,228
73572,STM2287,STM4153,401
73573,STM4153,STM2287,401
73574,STM2287,STM4154,414
73575,STM4154,STM2287,414
73576,STM2287,STM4330,185
73577,STM4330,STM2287,185
73578,STM2287,STM4356,201
73579,STM4356,STM2287,201
73580,STM2287,STM4368,188
73581,STM4368,STM2287,188
73582,STM2287,STM4414,183
73583,STM4414,STM2287,183
73584,STM2287,STM4489,433
73585,STM4489,STM2287,433
73586,STM2288,STM2332,175
73587,STM2332,STM2288,175
73588,STM2288,STM2512,180
73589,STM2512,STM2288,180
73590,STM2288,STM2829,439
73591,STM2829,STM2288,439
73592,STM2288,STM3210,177
73593,STM3210,STM2288,177
73594,STM2288,STM3261,174
73595,STM3261,STM2288,174
73596,STM2288,STM3426,175
73597,STM3426,STM2288,175
73598,STM2288,STM3504,174
73599,STM3504,STM2288,174
73600,STM2290,STM2667,151
73601,STM2667,STM2290,151
73602,STM2291,STM3017,178
73603,STM3017,STM2291,178
73604,STM2291,STM3051,381
73605,STM3051,STM2291,381
73606,STM2291,STM3063,457
73607,STM3063,STM2291,457
73608,STM2291,STM3082,180
73609,STM3082,STM2291,180
73610,STM2291,STM3161,199
73611,STM3161,STM2291,199
73612,STM2291,STM3421,194
73613,STM3421,STM2291,194
73614,STM2291,STM3513,436
73615,STM3513,STM2291,436
73616,STM2291,STM3775,381
73617,STM3775,STM2291,381
73618,STM2291,STM3799,395
73619,STM3799,STM2291,395
73620,STM2291,STM4483,178
73621,STM4483,STM2291,178
73622,STM2292,STM2366,461
73623,STM2366,STM2292,461
73624,STM2292,STM3380,461
73625,STM3380,STM2292,461
73626,STM2292,STM4246,189
73627,STM4246,STM2292,189
73628,STM2292,STM4275,394
73629,STM4275,STM2292,394
73630,STM2293,STM2332,175
73631,STM2332,STM2293,175
73632,STM2293,STM2512,180
73633,STM2512,STM2293,180
73634,STM2293,STM2829,439
73635,STM2829,STM2293,439
73636,STM2293,STM3210,177
73637,STM3210,STM2293,177
73638,STM2293,STM3261,174
73639,STM3261,STM2293,174
73640,STM2293,STM3426,175
73641,STM3426,STM2293,175
73642,STM2293,STM3504,174
73643,STM3504,STM2293,174
73644,STM2295,STM2526,245
73645,STM2526,STM2295,245
73646,STM2295,STM2581,236
73647,STM2581,STM2295,236
73648,STM2295,STM2927,222
73649,STM2927,STM2295,222
73650,STM2295,STM3096,215
73651,STM3096,STM2295,215
73652,STM2295,STM3183,216
73653,STM3183,STM2295,216
73654,STM2295,STM3440,208
73655,STM3440,STM2295,208
73656,STM2295,STM3513,270
73657,STM3513,STM2295,270
73658,STM2295,STM3514,182
73659,STM3514,STM2295,182
73660,STM2295,STM3534,182
73661,STM3534,STM2295,182
73662,STM2295,STM3535,156
73663,STM3535,STM2295,156
73664,STM2295,STM3734,273
73665,STM3734,STM2295,273
73666,STM2295,STM4166,226
73667,STM4166,STM2295,226
73668,STM2295,STM4356,552
73669,STM4356,STM2295,552
73670,STM2295,STM4368,274
73671,STM4368,STM2295,274
73672,STM2295,STM4489,307
73673,STM4489,STM2295,307
73674,STM2296,STM2473,458
73675,STM2473,STM2296,458
73676,STM2296,STM2492,222
73677,STM2492,STM2296,222
73678,STM2296,STM2569,403
73679,STM2569,STM2296,403
73680,STM2296,STM2571,262
73681,STM2571,STM2296,262
73682,STM2296,STM2757,464
73683,STM2757,STM2296,464
73684,STM2296,STM2952,482
73685,STM2952,STM2296,482
73686,STM2296,STM2959,222
73687,STM2959,STM2296,222
73688,STM2296,STM3247,222
73689,STM3247,STM2296,222
73690,STM2296,STM3359,179
73691,STM3359,STM2296,179
73692,STM2296,STM3613,381
73693,STM3613,STM2296,381
73694,STM2296,STM3646,461
73695,STM3646,STM2296,461
73696,STM2296,STM3699,375
73697,STM3699,STM2296,375
73698,STM2296,STM4062,624
73699,STM4062,STM2296,624
73700,STM2296,STM4109,458
73701,STM4109,STM2296,458
73702,STM2296,STM4197,375
73703,STM4197,STM2296,375
73704,STM2296,STM4221,465
73705,STM4221,STM2296,465
73706,STM2296,STM4415,484
73707,STM4415,STM2296,484
73708,STM2296,STM4475,150
73709,STM4475,STM2296,150
73710,STM2296,STM4567,463
73711,STM4567,STM2296,463
73712,STM2296,STM4578,403
73713,STM4578,STM2296,403
73714,STM2297,STM2300,199
73715,STM2300,STM2297,199
73716,STM2297,STM2457,209
73717,STM2457,STM2297,209
73718,STM2297,STM2857,193
73719,STM2857,STM2297,193
73720,STM2297,STM3263,158
73721,STM3263,STM2297,158
73722,STM2298,STM2661,152
73723,STM2661,STM2298,152
73724,STM2298,STM3918,244
73725,STM3918,STM2298,244
73726,STM2298,STM4206,394
73727,STM4206,STM2298,394
73728,STM2298,STM4437,163
73729,STM4437,STM2298,163
73730,STM2299,STM2555,533
73731,STM2555,STM2299,533
73732,STM2299,STM3001,401
73733,STM3001,STM2299,401
73734,STM2299,STM3090,499
73735,STM3090,STM2299,499
73736,STM2299,STM3441,218
73737,STM3441,STM2299,218
73738,STM2299,STM3524,215
73739,STM3524,STM2299,215
73740,STM2299,STM3618,209
73741,STM3618,STM2299,209
73742,STM2299,STM3619,209
73743,STM3619,STM2299,209
73744,STM2299,STM3922,208
73745,STM3922,STM2299,208
73746,STM2299,STM3923,207
73747,STM3923,STM2299,207
73748,STM2299,STM4007,405
73749,STM4007,STM2299,405
73750,STM2299,STM4188,299
73751,STM4188,STM2299,299
73752,STM2299,STM4486,217
73753,STM4486,STM2299,217
73754,STM2300,STM2597,406
73755,STM2597,STM2300,406
73756,STM2300,STM3051,459
73757,STM3051,STM2300,459
73758,STM2300,STM3618,445
73759,STM3618,STM2300,445
73760,STM2300,STM3619,445
73761,STM3619,STM2300,445
73762,STM2300,STM3711,380
73763,STM3711,STM2300,380
73764,STM2300,STM3712,304
73765,STM3712,STM2300,304
73766,STM2300,STM3723,395
73767,STM3723,STM2300,395
73768,STM2300,STM3775,459
73769,STM3775,STM2300,459
73770,STM2300,STM4020,421
73771,STM4020,STM2300,421
73772,STM2300,STM4298,411
73773,STM4298,STM2300,411
73774,STM2300,STM4426,461
73775,STM4426,STM2300,461
73776,STM2301,STM2881,317
73777,STM2881,STM2301,317
73778,STM2301,STM3296,180
73779,STM3296,STM2301,180
73780,STM2301,STM3630,342
73781,STM3630,STM2301,342
73782,STM2301,STM3854,628
73783,STM3854,STM2301,628
73784,STM2301,STM4342,160
73785,STM4342,STM2301,160
73786,STM2302,STM2303,964
73787,STM2303,STM2302,964
73788,STM2304,STM3344,194
73789,STM3344,STM2304,194
73790,STM2304,STM3436,193
73791,STM3436,STM2304,193
73792,STM2304,STM4291,880
73793,STM4291,STM2304,880
73794,STM2304,STM4292,923
73795,STM4292,STM2304,923
73796,STM2305,STM2306,950
73797,STM2306,STM2305,950
73798,STM2305,STM2378,457
73799,STM2378,STM2305,457
73800,STM2305,STM2388,365
73801,STM2388,STM2305,365
73802,STM2305,STM2389,224
73803,STM2389,STM2305,224
73804,STM2305,STM2543,193
73805,STM2543,STM2305,193
73806,STM2305,STM2547,360
73807,STM2547,STM2305,360
73808,STM2305,STM2651,275
73809,STM2651,STM2305,275
73810,STM2305,STM3019,224
73811,STM3019,STM2305,224
73812,STM2305,STM3036,394
73813,STM3036,STM2305,394
73814,STM2305,STM3079,495
73815,STM3079,STM2305,495
73816,STM2305,STM3119,530
73817,STM3119,STM2305,530
73818,STM2305,STM3168,458
73819,STM3168,STM2305,458
73820,STM2305,STM3219,303
73821,STM3219,STM2305,303
73822,STM2305,STM3352,225
73823,STM3352,STM2305,225
73824,STM2305,STM3379,225
73825,STM3379,STM2305,225
73826,STM2305,STM3380,379
73827,STM3380,STM2305,379
73828,STM2305,STM3500,374
73829,STM3500,STM2305,374
73830,STM2305,STM3618,311
73831,STM3618,STM2305,311
73832,STM2305,STM3619,311
73833,STM3619,STM2305,311
73834,STM2305,STM3961,495
73835,STM3961,STM2305,495
73836,STM2305,STM3982,224
73837,STM3982,STM2305,224
73838,STM2305,STM3983,365
73839,STM3983,STM2305,365
73840,STM2305,STM4032,394
73841,STM4032,STM2305,394
73842,STM2305,STM4159,182
73843,STM4159,STM2305,182
73844,STM2305,STM4183,370
73845,STM4183,STM2305,370
73846,STM2305,STM4275,531
73847,STM4275,STM2305,531
73848,STM2305,STM4380,360
73849,STM4380,STM2305,360
73850,STM2307,STM3055,198
73851,STM3055,STM2307,198
73852,STM2307,STM3702,199
73853,STM3702,STM2307,199
73854,STM2308,STM2324,320
73855,STM2324,STM2308,320
73856,STM2308,STM2331,256
73857,STM2331,STM2308,256
73858,STM2308,STM2384,290
73859,STM2384,STM2308,290
73860,STM2308,STM2388,243
73861,STM2388,STM2308,243
73862,STM2308,STM2402,256
73863,STM2402,STM2308,256
73864,STM2308,STM2461,334
73865,STM2461,STM2308,334
73866,STM2308,STM2547,212
73867,STM2547,STM2308,212
73868,STM2308,STM2651,405
73869,STM2651,STM2308,405
73870,STM2308,STM2667,247
73871,STM2667,STM2308,247
73872,STM2308,STM2669,247
73873,STM2669,STM2308,247
73874,STM2308,STM2676,397
73875,STM2676,STM2308,397
73876,STM2308,STM2973,334
73877,STM2973,STM2308,334
73878,STM2308,STM3079,529
73879,STM3079,STM2308,529
73880,STM2308,STM3283,386
73881,STM3283,STM2308,386
73882,STM2308,STM3344,404
73883,STM3344,STM2308,404
73884,STM2308,STM3416,376
73885,STM3416,STM2308,376
73886,STM2308,STM3417,380
73887,STM3417,STM2308,380
73888,STM2308,STM3423,386
73889,STM3423,STM2308,386
73890,STM2308,STM3426,380
73891,STM3426,STM2308,380
73892,STM2308,STM3427,388
73893,STM3427,STM2308,388
73894,STM2308,STM3431,380
73895,STM3431,STM2308,380
73896,STM2308,STM3436,386
73897,STM3436,STM2308,386
73898,STM2308,STM3441,398
73899,STM3441,STM2308,398
73900,STM2308,STM3447,386
73901,STM3447,STM2308,386
73902,STM2308,STM3448,368
73903,STM3448,STM2308,368
73904,STM2308,STM3469,299
73905,STM3469,STM2308,299
73906,STM2308,STM3595,190
73907,STM3595,STM2308,190
73908,STM2308,STM3740,371
73909,STM3740,STM2308,371
73910,STM2308,STM3865,157
73911,STM3865,STM2308,157
73912,STM2308,STM3866,157
73913,STM3866,STM2308,157
73914,STM2308,STM3867,157
73915,STM3867,STM2308,157
73916,STM2308,STM3868,157
73917,STM3868,STM2308,157
73918,STM2308,STM3961,529
73919,STM3961,STM2308,529
73920,STM2308,STM3983,243
73921,STM3983,STM2308,243
73922,STM2308,STM4044,334
73923,STM4044,STM2308,334
73924,STM2308,STM4055,331
73925,STM4055,STM2308,331
73926,STM2308,STM4248,341
73927,STM4248,STM2308,341
73928,STM2308,STM4319,190
73929,STM4319,STM2308,190
73930,STM2308,STM4380,212
73931,STM4380,STM2308,212
73932,STM2308,STM4391,397
73933,STM4391,STM2308,397
73934,STM2308,STM4486,459
73935,STM4486,STM2308,459
73936,STM2309,STM2978,270
73937,STM2978,STM2309,270
73938,STM2309,STM3612,321
73939,STM3612,STM2309,321
73940,STM2310,STM2334,388
73941,STM2334,STM2310,388
73942,STM2310,STM2437,225
73943,STM2437,STM2310,225
73944,STM2310,STM2510,433
73945,STM2510,STM2310,433
73946,STM2310,STM2667,424
73947,STM2667,STM2310,424
73948,STM2310,STM2669,424
73949,STM2669,STM2310,424
73950,STM2310,STM2820,388
73951,STM2820,STM2310,388
73952,STM2310,STM3051,169
73953,STM3051,STM2310,169
73954,STM2310,STM3401,876
73955,STM3401,STM2310,876
73956,STM2310,STM3469,533
73957,STM3469,STM2310,533
73958,STM2310,STM3775,169
73959,STM3775,STM2310,169
73960,STM2310,STM3852,388
73961,STM3852,STM2310,388
73962,STM2310,STM3859,876
73963,STM3859,STM2310,876
73964,STM2311,STM2802,194
73965,STM2802,STM2311,194
73966,STM2311,STM2954,189
73967,STM2954,STM2311,189
73968,STM2311,STM3229,356
73969,STM3229,STM2311,356
73970,STM2311,STM3341,189
73971,STM3341,STM2311,189
73972,STM2311,STM3416,194
73973,STM3416,STM2311,194
73974,STM2311,STM4361,193
73975,STM4361,STM2311,193
73976,STM2312,STM2946,194
73977,STM2946,STM2312,194
73978,STM2312,STM4114,171
73979,STM4114,STM2312,171
73980,STM2313,STM2522,163
73981,STM2522,STM2313,163
73982,STM2313,STM2562,168
73983,STM2562,STM2313,168
73984,STM2313,STM2995,184
73985,STM2995,STM2313,184
73986,STM2313,STM3117,458
73987,STM3117,STM2313,458
73988,STM2313,STM4005,168
73989,STM4005,STM2313,168
